No,Category,Job,What is,what does,Responsibilities description,Job brief,Responsibilities,Requirements
314,Construction,Plumber,,,Reading blueprints and drawings to understand or plan the layout of plumbing  waste disposal and water supply systems Cutting  assembling and installing pipes and tubes with attention to existing infrastructure (e.g. electrical wiring) Installing and maintaining water supply systems,We are looking for an experienced Plumber to efficiently undertake a variety of plumbing tasks ranging from fixing leakages to installing pipes and HVAC systems. A successful plumber must have a thorough knowledge of hydraulic systems. They are patient individuals with a practical mind and manual dexterity  able to work efficiently with great attention to detail. The goal is to install and maintain well-functioning systems that transport water  waste  gases or hot liquids. ,Read blueprints and drawings to understand or plan the layout of plumbing  waste disposal and water supply systems Cut  assemble and install pipes and tubes with attention to existing infrastructure (e.g. electrical wiring) Install and maintain water supply systems Locate and repair issues with water supply lines (e.g. leaks) Repair or replace broken drainage lines  clogged drains  faucets etc. Repair domestic appliances (e.g. washing machines) and fixtures (e.g. sinks) etc. Install and maintain gas and liquid heating systems (air-conditioning units  radiators etc.) Install waste disposal and sanitary systems with well-functioning DWV systems,Proven experience as a plumber Solid understanding of water distribution and disposal systems in residential  commercial and industrial buildings Working knowledge of heating and ventilation systems as well as appliances Ability to handle plumbing tools and equipment (pipe wrenches  pipe cutters  plungers etc.) Good communication and interpersonal skills Friendly with a great deal of patience Good physical condition and strength with the ability to work in awkward spaces Diploma from a trade school or successful completion of apprenticeship Valid license to practice profession
315,Construction,Painter,,,Reading blueprints/instructions and examining surfaces to determine the kind and amount of work necessary Making on-site preparations such as building scaffolding  covering fixtures etc. Preparing walls and other surfaces for painting by scraping  using sandpaper  removing old paint etc.,We are looking for a skilled Painter to paint the interior and exterior of structures  buildings and other surfaces. Your job will be important since good painting has both practical and aesthetic benefits. An excellent painter is knowledgeable in selecting the right material for their job. They have experience in painting with various tools and in various heights and spaces while observing all safety measures. They must be reliable and deft as well as possess great attention to detail in completing their duties. The goal is to deliver high-quality painting work. ,Read blueprints/instructions and examine surfaces to determine the kind and amount of work necessary Make on-site preparations such as building scaffolding  covering fixtures etc. Prepare walls and other surfaces for painting by scraping  using sandpaper  removing old paint etc. Fill cracks and holes with appropriate material (e.g. plaster) Mix paint and other materials to prepare the right color or texture Paint surfaces according to instructions with various tools Apply varnish and other finishes Calculate costs and negotiate prices Take and adhere to all health and safety precautions,Proven experience as a painter Excellent knowledge of painting material and how to select  mix and apply them Solid knowledge of commercial and/or construction painting techniques Aptitude in using appropriate tools (brushes  caulking guns etc.) Good basic math skills Manual dexterity with excellent balance to work on scaffolding  ladders etc. Conscientious with great attention to detail High school diploma; successful completion of an apprenticeship
316,Construction,Electrician,,,Executing plans of electrical wiring for well functioning lighting  intercom and other electrical systems Installing electrical apparatus  fixtures and equipment for alarm and other systems Installing safety and distribution components,We are looking for an experienced Electrician to undertake a variety of tasks relating to setting up and maintaining electrical infrastructure. Your job will involve installing electrical wiring in buildings and poles  troubleshooting malfunctions and blackouts and repairing appliances. Due to the high amount of risk pertaining to this job  electricians must be first and foremost responsible individuals with great attention to safety precautions. The ideal candidate must also be experienced in different kinds of electrical devices and systems. The goal will be to produce and maintain well functioning electrical connections to minimize the probability of accidents and maximize usability of electricity in all facilities. ,Execute plans of electrical wiring for well functioning lighting  intercom and other electrical systems Install electrical apparatus  fixtures and equipment for alarm and other systems Install safety and distribution components (e.g. switches  resistors  circuit-breaker panels etc.) Connect wiring in electrical circuits and networks ensuring compatibility of components Prepare and assemble conduits and connect wiring through them Prevent breakdown of systems by routinely inspecting and replacing old wiring and insulated cables  cleaning circuits etc. Perform effective troubleshooting to identify hazards or malfunctions and repair or substitute damaged units,Proven experience as an electrician Experience in industrial and/or commercial electrical systems Demonstrable ability to use electrical and hand tools (e.g. wire strippers  voltmeter etc.) and electrical drawings and blueprints Thorough knowledge of safety procedures and legal regulations and guidelines Excellent critical thinking and problem-solving ability Excellent physical condition and flexibility to work long shifts and overnight Diploma in relevant vocational training or successfully completed apprenticeship as an electrician Valid license to practice profession
317,Construction,Carpenter,,,Reading blueprints  drawings and sketches to fully grasp requirements Taking measurements and calculating the size and amount of material needed Cutting  shaping and smoothing lumber and other material (e.g. fiberglass) according to measurements,We are looking for a qualified Carpenter to cut  fabricate and install wooden and other structures according to specifications. Your job will entail working in diverse settings to produce steady and functional infrastructure and products. A carpenter is an individual with great hand dexterity and an eye for detail. The ideal candidate will also have good knowledge of wood properties and other carpentry materials. Working with little supervision while following all health and safety standards is essential. The goal is to contribute to the construction and maintenance of strong and long-lasting buildings and products. ,Read blueprints  drawings and sketches to fully grasp requirements Take measurements and calculate the size and amount of material needed Cut  shape and smooth lumber and other material (e.g. fiberglass) according to measurements Build window frames  doors  staircases and frame buildings by using raw materials or pre-constructed items Lay out floorings  roofings or drywalls ensuring they are leveled and compatible Carve and assemble furniture  cabinets  shelves and other items and install them where designated Inspect places and conduct repairs or maintenance Build scaffolding and other construction structures,Proven experience as carpenter Hands-on experience in working with carpentry materials Excellent understanding of carpentry techniques and methods of installation and construction Proficient in using electrical and manual equipment and measurement tools (powered saws  hammers  rulers etc.) Ability to read technical documents and drawings Willingness to follow safety guidelines at all times Good knowledge of English Good understanding of basic math Good physical condition and endurance High school diploma; Successful completion of a carpentry apprenticeship program is required
318,Production,Maintenance mechanic, Maintenance mechanics install  repair  and maintain systems  such as engines and vehicles. , Maintenance mechanics perform preventive maintenance and troubleshooting. They check system functionality by running diagnostic tests. They also use power and hand tools (e.g. hosts and cranes) to install new systems and replace defective parts.,Repairing devices Installing complex mechanical systems Ensuring compliance with safety procedures and regulations,We are looking for a maintenance mechanic to install machines and ensure they are operating properly. Your primary responsibilities will be to perform preventive maintenance on various devices and fix technical issues. Excellent problem-solving skills and deep understanding of mechanics  hydraulics  and pneumatics are crucial to this role. This role also requires physical stamina and strength  as you’ll have to stand for long hours and occasionally carry heavy loads. ,Conduct preventive maintenance to mechanical devices  Detect malfunctions through observation (sound or visual)  Run diagnostic tests to ensure system functionality Repair broken or faulty machine parts Perform emergency repairs Choose appropriate materials based on mechanical needs Align and calibrate machine parts Monitor and report on project progress Follow safety rules and regulations Maintain a safe and clean work environment,Previous experience as a maintenance mechanic or similar role Great understanding of pneumatics  hydraulics  and mechanics Familiarity using various power and hand tools  such as hosts and grinders Ability to stand for long hours and lift heavy loads Problem-solving and organizational skills Degree in engineering or manufacturing A driver’s license is a plus
319,Production,Production Worker, A production worker helps with the proper functioning of assembly lines in factories and warehouses. On a daily basis  they’re responsible for all the production processes  for example they operate machinery and assemble equipment parts. , Production worker duties vary based on the factory’s processes and products. Usually  they maintain and operate production equipment and assist with distributing the final products. They monitor stock levels and help with shipping procedures. Finally  they follow safety policies and detect potential machinery problems early on.,Handling production equipment (e.g. operation  maintenance) Assembling and inspecting machinery parts Monitoring product shipment,We are looking for a production worker to join our team and help improve our warehouse’s production line. You’ll perform various tasks  including maintaining and operating the machinery and search for potential malfunctions or risks. You’ll transfer the products and equipment  using power tools and forklift trucks. You’ll also keep the facility clean by removing debris and trash to ensure safety. Note that this position demands stamina and a good physical condition  as you’ll have to regularly lift heavy loads. If you are familiar with these tasks and interested in working at a well-functioning warehouse  let’s meet. ,Operate production equipment Maintain the warehouse’s machines  Assemble machinery parts  Store products and materials Meet the deadlines of individual production tasks during shift  Report on defective products or machinery  Check stock levels and report deficiencies in products or raw materials  Keep the worksite clean to avoid hazards from chemicals and fragile products Review and follow manufacturing manuals to build machinery  Ensure shipping procedures are timely  Transfer equipment manually or with forklift trucks    Follow the company’s safety and quality guidelines,Previous experience as a production worker or similar role in a warehouse Good understanding of how production equipment works Ability to detect potential problems with machinery Knowledge of basic safety rules and precautionary measures  (safety gear will be provided) Ability to lift heavy loads and transfer them manually Good communication and teamwork skills High School Diploma/GED
320,Production,Master grower,,,Overseeing cannabis crops from planting to harvesting Ensuring facilities are clean and pest-free Managing all aspects of cultivation  including budget and employees,We are looking for a Master Grower to oversee our cannabis production. It’s an opportunity for you to join a thriving business in a blooming industry. As a master grower  you’ll ensure we grow different strains properly  and you’ll identify and resolve issues with plants and manage budgets. You should have a hands-on approach with good knowledge of cannabis genetics and growth requirements. If you’re also dedicated to the good cause of medical and recreational marijuana  we’d like to meet you. Your ultimate goal will be to ensure we satisfy our customers with high-quality marijuana products. ,Oversee cannabis crops and facilities Develop cultivation plans and assign duties Organize and document the daily process of transplanting  cloning  defoliation and trimming of plants Ensure that growth requirements of cannabis plants are consistently met (lighting  soil PH  nutrients  etc.) Apply indoor farming methods that increase our yields Lead maintenance operations (including disposing waste and preventing contaminations) Diagnose and resolve plant health issues like mold  mildew or other infestations Ensure legal compliance of cultivation procedures Manage inventory and budgets related to marijuana farming (including equipment  security and HVAC systems) Supervise and coach employees who tend to the plants (e.g. cannabis trimmers) Inspect quality of harvest,Proven experience as a grower  preferably at a large scale; some management experience required Knowledge of the entire cannabis growth cycle and requirements Familiarity with environment protection practices and the marijuana legal framework in our area Understanding of pest and disease management techniques Willingness to continue learning about horticulture and cannabis farming  and stay on top of current and future trends Problem-solving aptitude Leadership and people management skills Ability to meet the physical demands of the job Degree in Botany  Biology  Agriculture  Horticulture or relevant field is a plus
321,Production,Quality Manager,,,Understanding customer needs and requirements to develop effective quality control processes Devising and reviewing specifications for products or processes Setting requirements for raw material or intermediate products for suppliers and monitoring their compliance,We are looking for an experienced Quality Manager to ensure that our products and services meet all necessary requirements before they reach the consumer. The Quality Manager  or Quality Assurance Manager  will inspect the final product to make sure it has been built with compliance to legal standards and meets customer expectations. A great quality manager is thorough and observant with an eye for detail. They must fully understand the requirements for the product or service and have a sense of responsibility towards our potential and existing customers as well as the competition. The goal is to help preserve our reputation by ensuring that our products and services are capable to drive sustainable growth. ,Understand customer needs and requirements to develop effective quality control processes Devise and review specifications for products or processes Set requirements for raw material or intermediate products for suppliers and monitor their compliance Ensure adherence to health and safety guidelines as well as legal obligations Supervise inspectors  technicians and other staff and provide guidance and feedback Oversee all product development procedures to identify deviations from quality standards Inspect final output and compare properties to requirements Approve the right products or reject defectives Keep accurate documentation and perform statistical analysis Solicit feedback from customers to assess whether their requirements are met Submit detailed reports to appropriate executives Be on the lookout for opportunities for improvement and develop new efficient procedures,Proven experience as quality manager Conscientious and responsible A keen eye for detail and a results driven approach Outstanding communication skills Excellent organizational and leadership skills Proficient in MS Office In depth understanding of quality control procedures and relevant legal standards Excellent math abilities and working knowledge of data analysis/statistical methods BSc/ Ba in business administration or relevant field Certification of quality control is a strong advantage (ISO 9000 etc.)
322,Production,Quality Inspector,,,Reading blueprints and instructions to comprehend the quality expectations for the product and supplies Approving or rejecting raw materials with respect to quality standards and record supplier performance Selecting output samples and checking them using appropriate methods,We are looking for a responsible Quality Inspector to check the quality of all incoming and outgoing material and products as well as production procedures. You will be a firm advocate of quality in our business. The ideal candidate will possess a trained eye for detail and will be reliable and committed. In depth knowledge and comprehension of quality standards is essential. The goal is to ensure that our products are made of flawless materials with well-functioning equipment. That way our customers will enjoy high-quality merchandise so that we can achieve long-term success. ,Read blueprints and instructions to comprehend the quality expectations for the product and supplies Approve or reject raw materials with respect to quality standards and record supplier performance Select output samples and check them using appropriate methods (measuring dimensions  testing functionality  comparing to specifications etc.) Use automated systems to perform complex testing procedures Maintain records of testing  information and various metrics such as number of defective products per day etc. Inspect procedures of the entire production cycle to ensure they are efficient and comply with safety standards Monitor the use of equipment to ensure it is safe and well-maintained and discard any that doesn’t meet requirements Prepare and submit reports to the quality manager,Proven experience as quality inspector or relevant role A keen eye for detail and a results-driven approach Responsible and trustworthy Familiarity with quality testing machines and systems Thorough knowledge of quality control standards and testing methodologies Certification of quality control is a strong advantage (ISO 9000 etc.) Working knowledge of MS Office High School Degree; Further qualifications will be a plus
323,Production,Manager of Quality Assurance,,,Devising procedures to inspect and report quality assurance issues Monitoring all operations that affect quality Supervising and guiding inspectors  technicians and other staff,We are looking for a reliable Manager of Quality Assurance to ensure that all external and internal requirements are met before our product reaches our customers. You will be responsible for inspecting procedures and outputs and identifying mistakes or non-conformity issues. An excellent Quality Assurance Manager has eyes like a hawk and solid experience in quality control. The ideal candidate is a reliable and competent professional whose approval will be necessary for the continuation of a business life cycle. The goal is to assure the high quality of our operations and services aiming to the long-term success of our business. ,Devise procedures to inspect and report quality issues Monitor all operations that affect quality Supervise and guide inspectors  technicians and other staff Assure the reliability and consistency of production by checking processes and final output Appraise customers’ requirements and make sure they are satisfied Report all malfunctions to production executives to ensure immediate action Facilitate proactive solutions by collecting and analyzing quality data Review current standards and policies Keep records of quality reports  statistical reviews and relevant documentation Ensure all legal standards are met Communicate with external quality assurance officers during on-site inspections,Proven experience as a quality assurance manager or relevant role Thorough knowledge of methodologies of quality assurance and standards Excellent numerical skills and understanding of data analysis/statistical methods Good knowledge of MS Office and databases Outstanding communication skills Great attention to detail and a results driven approach Excellent organizational and leadership abilities Reliable and Trustworthy BSc/BA in business administration or relevant field Certification of quality control is a strong advantage (ISO 9000 etc.)
324,Production,Mechanic,,,Building and assembling machines or mechanical components according to requirements Inspecting machines  engines  transmissions etc. and run diagnostic tests to discover functionality issues Conducting repairs aiming for maximum reliability,We are looking for a skilled Mechanic to assemble  maintain and repair machinery and vehicles. You will be responsible for ensuring functionality and reliability of machines  engines and mechanical systems. An excellent mechanic must have manual dexterity and great attention to detail. They must be able to work with various machines and tools as well as follow all safety precautions. ,Build and assemble machines or mechanical components according to requirements Inspect machines  engines  transmissions etc. and run diagnostic tests to discover functionality issues Conduct repairs aiming for maximum reliability Troubleshoot reported problems and resolve them in a timely manner Perform thorough maintenance on machinery  equipment and systems Clean and apply lubricants to machinery components Replenish fluids and components of engines and machinery Provide consultation on correct maintenance and preventative measures to machine or vehicle users Undertake other duties as assigned (e.g. repair of hydraulic systems  painting vehicles etc.) Keep logs of work and report on issues,Proven experience as Mechanic Excellent knowledge of machinery and hydraulic  electrical and other systems and their components Aptitude in using various hand tools (screwdrivers  hammers etc.) and precision measurement tools (e.g. calipers) Ability to follow established procedures and practices and read instruction  blueprints etc. A strong commitment to all health and safety guidelines Very good communication skills A problem-solving ability Very good physical strength and stamina High school diploma is preferred; Certification from a vocational school or completion of apprenticeship is a definite plus Valid certification (e.g ASE) is preferred
325,Production,Machinist,,,Reviewing samples  drawings or instructions to understand specifications of output Planning the sequence of necessary actions for the completion of a job Taking measurements and marking material for cutting or shaping,We are looking for a skilled Machinist to operate a variety of machines to perform assigned tasks. You will produce or repair precision parts using both manual and automated equipment and accurate measurements. A great machinist needs to possess manual dexterity and an eye for detail. They must also have knowledge of mathematics and mechanics as well as respect for safety precautions. The goal is to ensure effective production operations and optimize procedures. ,Review samples  drawings or instructions to understand specifications of output Plan the sequence of necessary actions for the completion of a job Take measurements and mark material for cutting or shaping Select appropriate machines (e.g. lathes) and position or load material for a job Determine and program size of batches  speed of machine etc. Monitor machine while working to adjust the feed  maintain temperature and identify issues Check output to ensure consistency with specifications and discard defects Keep records of approved and defective units or final products Perform routine machine maintenance and repair minor damages,Proven experience as machinist Experience in using and/or programming manual  semi-automated or automated tools and machines (lathes  grinders etc.) Ability to use precision tools (e.g. calipers) to take accurate measurements Knowledge of the properties of metal and other material Ability to read blueprints  schematics and manuals Good at math with analytical abilities Physical stamina and strength to lift heavy items High school diploma or equivalent; completion of vocational training or an apprenticeship will be an asset
326,Production,Machine Operator,,,Setting up machines to start a production cycle Controlling and adjusting machine settings (e.g. speed) Feeding raw material or parts to semi-automated machines,We are looking for a skilled Machine Operator to set up  maintain and operate machinery. You’ll ensure the interminable and efficient running of production. A great machine operator is reliable and able to work with attention to detail and safety standards. On-the-job training is a good way to discover how to do the job better  so you should have willingness to learn and improve. Being a team player is essential since all tasks will require close collaboration with co-workers. The goal will be to ensure that production procedures will be carried on smoothly to maximize efficiency and profits. ,Set up machines (calibration  cleaning etc.) to start a production cycle Control and adjust machine settings (e.g. speed) Feed raw material or parts to semi-automated machines Inspect parts with precision and measuring tools Test operation of machines periodically Fix issues that might occur during the shift Check output to spot any machine-related mistakes or flaws Keep records of approved and defective units or final products Maintain activity logs,Proven experience as a machine operator Working knowledge of diverse high-speed machinery and measurement tools (caliper  micrometer etc.) Understanding of production procedures Adherence to health and safety regulations (e.g. constant use of protective gear) Ability to read blueprints  schematics and manuals Analytical skills Attention to detail Teamwork and communication skills Physical stamina and strength High school diploma or equivalent; technical degree is a plus
327,Production,Production Planner,,,Coordinating production workflow for one or multiple products Planning and prioritizing operations to ensure maximum performance and minimum delay Determining manpower  equipment and raw materials needed to cover production demand,We are looking for a qualified Production Planner to organize production according to demand and quality standards. You will be the one to ensure our goods are produced on time for distribution in a profitable manner. An excellent production planner is well-versed in production procedures and ways to optimize them. They are organized and results-driven with great problem-solving skills. Advanced communication and computer skills are very useful for the role. The goal is to ensure the smooth and cost-efficient flow of our production operations. ,Coordinate production workflow for one or multiple products Plan and prioritize operations to ensure maximum performance and minimum delay Determine manpower  equipment and raw materials needed to cover production demand Assign workers and other staff to particular production operations Schedule shift according to production needs Monitor jobs to ensure they will finish on time and within budget Address issues when they arise aiming for minimum disruption Obtain output information (number of finished products  percentage of defectives etc.) Prepare and submit status and performance reports Keep paperwork organized Collaborate with quality control  warehouse and other staff,Proven experience as production planner Excellent knowledge of production planning and quality control principles Experience in MRP II (Manufacturing resource planning) Working knowledge of MS Office and ERP systems Good at math and statistics Strong organizational and problem-solving skills Excellent communication abilities High school diploma; Further education or certification is preferred
328,Production,Production Manager,,,Liaising with other managers to formulate objectives and understand requirements Estimating costs and preparing budgets Organizing workflow to meet specifications and deadlines,We are looking for an experienced Production Manager to organize and oversee the manufacturing of goods. You will be ultimately responsible for the smooth running of all production lines and the quality of output. We expect you to have deep know-how in production procedures. Ability to direct personnel towards maximum performance will set you apart as a leader. Decision-making and problem-solving will take up a great part of your day. If you are up to it  we’d like to talk to you. The goal is to ensure an efficient and productive manufacturing process that meets customer requirements. ,Liaise with other managers to formulate objectives and understand requirements Estimate costs and prepare budgets Organize workflow to meet specifications and deadlines Monitor production to resolve issues Supervise and evaluate performance of production personnel (quality inspectors  workers etc.) Determine amount of necessary resources (workforce  raw materials etc.) Approve maintenance work  purchasing of equipment etc. Ensure output meets quality standards Enforce health and safety precautions Report to upper management,Proven experience as production director Deep knowledge of production management Understanding of quality standards and health & safety regulations Knowledge of performance evaluation and budgeting concepts Experience in reporting on key production metrics Proficient in MS Office and ERP software Outstanding communication ability Excellent organizational and leaderships skills Attention to detail Strong decision-making skills and a results-driven approach BSc/Ba in business administration or relevant field is preferred
329,Production,Production Supervisor,,,Setting daily/weekly/monthly objectives and communicating them to employees Organizing workflow by assigning responsibilities and preparing schedules Overseeing and coaching employees,We are looking for an experienced Production Supervisor to oversee our production operations. You’ll guarantee that manufacturing remains a smooth and efficient process by monitoring employees and organizing workflows. In a fast paced environment like production  the supervisor is an integral part of the manufacturing process. They must be competent and comprehend complex operations. You should also be able to optimize day-to-day activities while minimizing the costs. The goal is to ensure that production processes deliver products of maximum quality in a profitable manner. ,Set daily/weekly/monthly objectives and communicate them to employees Organize workflow by assigning responsibilities and preparing schedules Oversee and coach employees Ensure the safe use of equipment and schedule regular maintenance Check production output according to specifications Submit reports on performance and progress Identify issues in efficiency and suggest improvements Train new employees on how to safely use machinery and follow procedures Enforce strict safety guidelines and company standards,Proven experience as Production Supervisor or similar role Experience in using various types of manufacturing machinery and tools Advanced skills in MS Office Organizational and leadership abilities Communication and interpersonal skills Self-motivated with a results-driven approach Problem-solving skills High School Diploma; Degree in a technical  engineering or relevant field will be an advantage
330,Production,Assembler,,,Reading and comprehending instructions and following established procedures Collecting all material and equipment needed to begin the process Taking precision measurements to ensure perfect fit of components,We are looking for a skilled Assembler to connect parts into more complex components. You will ensure all parts fit correctly and are suitable for the final product. You will use your hands or machines to do the job with greater precision. You must have good technical knowledge and possess great manual dexterity. Ability to read instructions represented in manuals  drawings  schematics etc. and follow them with precision is extremely important. The goal is to produce complex outputs by putting together smaller components. ,Read and comprehend instructions and follow established procedures Collect all material and equipment needed to begin the process Take precision measurements to ensure perfect fit of components Select or modify components according to measurements and specifications Align material and put together parts to build more complex units Check output to ensure highest quality Maintain equipment in good condition Keep records of production quantities and time Report on issues  malfunction or defective parts,Proven experience as assembler Technical knowledge and ability to read blueprints  drawings etc. Ability in using tools (e.g. clamps) and machines (e.g. presses) Good understanding of quality control principles Good communication skills (verbal and written) Excellent hand-eye coordination and physical condition High school diploma; Higher degree from a technical school will be appreciated
331,Production,CNC Operator,,,Preparing and operating CNC machines to perform tasks such as drilling  grinding  milling etc. Understanding specifications of the task at hand and the desired result by reading blueprints  mechanical drawings etc. Translating instructions into computer commands so the machines can perform the correct function,We are looking for a competent CNC Operator to use computer numerically controlled (CNC) machinery safely and accurately to perform a variety of functions. Your job is important since some materials are not easy to shape or handle manually or with conventional equipment. CNC Operators are highly skilled professionals  able to work with great concentration and precision. They must be responsible and comply with all safety guidelines. A keen eye for detail and great mechanical aptitude are also essential. The goal is to produce high quality parts and materials by programming machines to perform the right operations. ,Prepare and operate CNC machines to perform tasks such as drilling  grinding  milling etc. Understand specifications of the task at hand and the desired result by reading blueprints  mechanical drawings etc. Translate instructions into computer commands so the machines can perform the correct function Prepare and load raw materials and parts onto the machines Prepare a test run to check if the machines produce outputs according to specifications Set machines to complete full cycles to fabricate large number of parts Supervise the machines while they execute the tasks and make any necessary adjustments to produce a better result Inspect and measure finished products and compare them with requirements to determine if the process has been completed properly Check and maintain machinery daily to ensure functionality,Proven experience as CNC operator Skill in operating CNC machinery and tooling as well as precision measurement tools Ability to read and interpret mechanical documents and drawings Computer savvy with basic understanding of computer programming and CAD/CAM Mechanical aptitude and good math skills A keen eye for detail and results-driven approach Good communication abilities High school diploma or equivalent; certificate or diploma in engineering or relevant discipline is a plus Successfully completed apprenticeship is required
332,Healthcare,Dermatologist, Dermatologists are medical practitioners who specialize in skin health. They examine patients with skin conditions and overview the progress of dermatological treatments. ,  Dermatologists diagnose skin problems  from mild ones (e.g. sunburn) to severe ones (e.g. skin cancer). They conduct screenings and skin evaluations  and analyze the patients’ medical history to determine appropriate treatments. Dermatologists also oversee how effective the treatments are and refer patients to different specialists if needed.,Diagnosing skin ailments Advising on treatments and prescribing medication Conducting non-invasive surgical procedures,We are looking for an experienced dermatologist to join our medical practice. Evaluating the patients’ skin health condition and analyzing their medical history will comprise your primary day-to-day dermatologist responsibilities. You’ll examine patients and determine dermatological treatments (e.g. medication  non-invasive surgeries). You’ll also monitor and report on treatment progress and refer patients to other specialists if needed.  For this role  it’s important that you have previous experience working as a dermatologist without supervision (including using dermatological tools like dermal punch  lancet extractors  etc.). You also need a valid government medical license. If you are a compassionate  detail-oriented person with strong work ethic  we’d like to hear from you. ,Evaluate patients’ skin condition Assess and update patients’ medical history Keep a record of patients’ symptoms Analyze all information regarding skin health conditions Prescribe medication Inform patients about available treatments Monitor the effectiveness of skin treatments  Conduct non-intrusive medical surgeries Educate patients on preventive skin care Refer patients to other specialists if needed Attend conferences and seminars to learn about new medical techniques and topics,Previous experience as a dermatologist In-depth knowledge of various dermatological methods Ability to analyze complex information Active communication skills and the ability to effectively explain medical terms to patients A resilient and compassionate personality Strong attention to detail A national medical license A degree in Medical Science Residency in Dermatology
333,Healthcare,Occupational Therapist Assistant, Occupational therapist assistants help with the physical and psychological treatment of people with disabilities  injuries  and illnesses. They usually work under the supervision of occupational therapists. , An occupational therapist assistant delivers rehabilitative plans. They demonstrate treatment activities and overview clients’ progress. Providing administrative support  such as updating files and filling billing reports  is also a regular job task for them.,Recommending and explaining the use of special equipment Overviewing clients’ rehabilitative progress Maintaining a secure work environment for clients,We are looking for an experienced occupational therapist assistant to join our team. You’ll collaborate with our occupational therapist and other health specialists to create coordinated  holistic treatment plans. Your main goal will be to support our clients during rehabilitation  by assigning activities tailored to their specific needs and monitoring their improvement.  To be successful in this role  you should have a degree in Occupational Therapy and meet other occupational therapy assistant requirements such as the ability to guide clients and caregivers throughout recovery in a compassionate manner. If you fit this description and want to have a positive impact on our clients’ lives  we’d like to hear from you. ,Review clients’ physical and psychological needs Monitor the progress of rehabilitation plans  e.g. activities for regaining motor skills Research and recommend tasks and activities based on clients’ physical and mental condition Demonstrate to clients and primary caregivers how to use special equipment (e.g. wheelchairs) Research new rehabilitation treatments and techniques Engage family members and caregivers in clients’ care plans Ensure all special equipment works properly Check stock levels and refill office’s supply inventory  Conduct administrative tasks (e.g. updating records) Maintain a secure health environment for clients,Previous experience as an occupational therapist assistant or a similar role Great knowledge of federal  state  and governmental health standards Hands-on experience with rehabilitation programs Ability to stand for long hours and lift heavy loads  Good knowledge of Microsoft Office  Strong communication skills A compassionate and resilient personality State license to work as an Occupational Therapist Assistant Associate’s degree in Occupational Therapy
334,Healthcare,Personal Trainer, Personal trainers are experts in fitness training and work with customers to reach their exercise and wellness goals. , Personal trainers assess their customers’ bodily strengths and weaknesses and create customized workout plans. They provide physical and mental guidance and monitor customers' progress on a regular basis. They also make sure that customers don’t get injured while training. Personal trainers can work with individuals or in small groups.,Evaluating customers’ physical needs Assigning appropriate exercise activities Track customers’ fitness progress,On a daily basis  you’ll carry out various tasks  starting from assessing your clients’ physical condition and creating unique workout routines for them. You’ll explain the exercises in a clear and efficient way  while demonstrating how to use the training equipment safely  to avoid injuries.  If you are enthusiastic about the world of fitness and want to make an impact on this field  let’s meet. ,Evaluate clients’ fitness levels and health conditions Build individualized exercise programs  Explain exercises in detail and suggest alternatives if needed Monitor progress of clients’ fitness levels  Explain safe and proper use of gym equipment Lead both individual and group training sessions Research on new exercise techniques and trends Promote the gym’s fitness packages and plans Perform CPR and administer first aid in case of emergencies Inform clients about on gym safety and hygiene guidelines Build a positive and trusting relationship with customers  Advise customers on how to change nutritional and lifestyle habits as needed,Previous experience as a personal trainer or relevant role Knowledge of various fitness programs  from basic exercises to more challenging training sessions Ability to guide and motivate clients Available to work flexible hours Excellent communication skills Certificates in CPR and first aid High School Diploma; a degree in Kinesiology or Sports Science is a plus
335,Healthcare,Dentist, Dentists are responsible for anything regarding the health of the mouth  including the teeth  gums and dental tissues. They need to be licensed to perform their duties. Note that dentist education requirements may differ from country to country or from state to state. , Dentists can be general practitioners or specialize in specific areas (e.g. pediatric dentists  endodontists and periodontists). In this case  they’ll need to develop specific dentist skills. Often  they’re required to complete additional studies.,Conducting oral screenings to identify diseases and infections Removing tooth decay and plaque Applying prosthetics  sealers and whiteners,We are looking for a Dentist to diagnose  treat and advise our patients on various dental issues. You’ll need to have experience treating a range of teeth and gum problems  from simple cases like removing plaque to more complex procedures (e.g. placing dental implants). Ultimately  you’ll promote good oral health and help patients apply preventive dental care. ,Examine patients’ medical records Prepare patients for treatment (e.g. by applying oral sedation or anesthesia) Check teeth  gums and other parts of the mouth  along with X-rays and tests  to diagnose dental problems Clean teeth and remove plaque Identify tooth decay and replace cavities with fillings Design and fit dental prosthetics  such as bridges  crowns and dentures Apply teeth-whitening treatments Conduct tooth extractions and root canal procedures Perform surgeries on diseased tissues and bones Prescribe medication as needed Educate patients on proper brushing techniques  flossing and fluoride use Promote good oral health and preventive dental care (e.g. by scheduling regular check-ups),Work experience as a Dentist In-depth understanding of dental hygiene Experience with dental equipment and tools Experience with surgeries and teeth extractions A pleasant and compassionate personality with the ability to make patients feel comfortable Attention to detail Ability to remain calm under pressure Doctor of Dental Surgery (DDS)  Doctor of Medicine in Dentistry (DMD) or similar degree that gives license to practice the dentist profession
